Date,"Total membership","Full members",Guests,"Daily active members","Daily members posting messages","Weekly active members","Weekly members posting messages","Messages in public channels","Messages in private channels","Messages in shared channels","Messages in DMs","Percentage of messages, public channels","Percentage of messages, private channels","Percentage of messages, DMs","Percentage of views, public channels","Percentage of views, private channels","Percentage of views, DMs",Name,"Public channels, single-workspace","Messages posted"
2016-09-27,25,25,0,14,10,19,13,150,0,0,162,0.4808,0,0.5192,0.704,0,0.296,0,9,27935
2016-09-28,25,25,0,18,11,19,15,66,0,0,79,0.4552,0,0.5448,0.6963,0,0.3037,0,9,28084
2016-09-29,25,25,0,14,9,19,15,91,0,0,55,0.6233,0,0.3767,0.8322,0,0.1678,0,10,28242
2016-09-30,25,25,0,13,10,18,14,67,0,0,34,0.6634,0,0.3366,0.8314,0,0.1686,0,10,28355
2016-10-01,25,25,0,5,3,18,14,4,0,0,2,0.6667,0,0.3333,0.8182,0,0.1818,0,10,28361
2016-10-02,25,25,0,9,5,18,14,18,0,0,40,0.3103,0,0.6897,0.5385,0,0.4615,0,9,28429
2016-10-03,25,25,0,12,10,18,14,121,0,0,55,0.6875,0,0.3125,0.8558,0,0.1442,0,9,28609
2016-10-04,25,25,0,12,9,18,13,95,0,0,202,0.3199,0,0.6801,0.6294,0,0.3706,0,9,28909
2016-10-05,25,25,0,14,12,15,12,122,0,0,236,0.3408,0,0.6592,0.6355,0,0.3645,0,9,29273
2016-10-06,25,25,0,14,12,14,13,98,0,0,209,0.3192,0,0.6808,0.5512,0,0.4488,0,9,29585
2016-10-07,25,25,0,15,7,15,13,44,0,0,39,0.5301,0,0.4699,0.7193,0,0.2807,0,9,29670
2016-10-08,25,25,0,9,4,15,14,28,0,0,18,0.6087,0,0.3913,0.7083,0,0.2917,0,9,29714
2016-10-09,25,25,0,9,1,15,14,3,0,0,3,0.5,0,0.5,0.913,0,0.087,0,9,29721
2016-10-10,25,25,0,12,8,15,14,5,0,0,87,0.0543,0,0.9457,0.1989,0,0.8011,0,9,29815
2016-10-11,25,25,0,14,8,15,14,93,0,0,166,0.3591,0,0.6409,0.6191,0,0.3809,0,9,30078
2016-10-12,25,25,0,13,10,15,14,13,0,0,83,0.1354,0,0.8646,0.3264,0,0.6736,0,9,30173
2016-10-13,25,25,0,13,11,15,13,50,0,0,113,0.3067,0,0.6933,0.6031,0,0.3969,0,9,30339
2016-10-14,25,25,0,14,8,14,13,48,0,0,28,0.6316,0,0.3684,0.84,0,0.16,0,9,30418
2016-10-15,25,25,0,7,1,14,13,0,0,0,3,0,0,1,0.5455,0,0.4545,0,9,30421
2016-10-16,25,25,0,6,1,14,13,0,0,0,3,0,0,1,0.6364,0,0.3636,0,9,30424
2016-10-17,25,25,0,14,11,14,13,109,0,0,118,0.4802,0,0.5198,0.6844,0,0.3156,0,9,30653
2016-10-18,26,26,0,15,11,16,14,90,0,0,88,0.5056,0,0.4944,0.6652,0,0.3348,0,9,30838
2016-10-19,26,26,0,14,11,16,15,123,0,0,158,0.4377,0,0.5623,0.6667,0,0.3333,0,9,31122
2016-10-20,26,26,0,16,13,18,16,229,0,0,177,0.564,0,0.436,0.7199,0,0.2801,0,10,31525
2016-10-21,26,26,0,15,13,18,16,83,0,0,136,0.379,0,0.621,0.6368,0,0.3632,0,10,31748
2016-10-22,26,26,0,11,3,18,16,5,0,0,19,0.2083,0,0.7917,0.5846,0,0.4154,0,10,31774
2016-10-23,26,26,0,10,5,18,16,17,0,0,101,0.1441,0,0.8559,0.2863,0,0.7137,0,10,31890
2016-10-24,26,26,0,16,12,18,16,149,0,0,242,0.3811,0,0.6189,0.6782,0,0.3218,0,10,32283
2016-10-25,26,26,0,17,14,18,17,66,0,0,225,0.2268,0,0.7732,0.4575,0,0.5425,0,10,32579
2016-10-26,26,26,0,16,13,18,17,144,0,0,216,0.4,0,0.6,0.67,0,0.33,0,10,32945
2016-10-27,26,26,0,16,12,17,16,162,0,0,115,0.5848,0,0.4152,0.7972,0,0.2028,0,10,33225
2016-10-28,26,26,0,16,11,17,15,80,0,0,183,0.3042,0,0.6958,0.5837,0,0.4163,0,10,33498
2016-10-29,26,26,0,8,2,17,15,1,0,0,4,0.2,0,0.8,0.7,0,0.3,0,10,33503
2016-10-30,26,26,0,9,5,17,15,12,0,0,14,0.4615,0,0.5385,0.5306,0,0.4694,0,10,33526
2016-10-31,26,26,0,14,10,17,16,173,0,0,213,0.4482,0,0.5518,0.6338,0,0.3662,0,10,33919
2016-11-01,26,26,0,12,8,16,15,123,0,0,104,0.5419,0,0.4581,0.6632,0,0.3368,0,11,34151
2016-11-02,26,26,0,16,13,16,14,54,0,0,157,0.2559,0,0.7441,0.5794,0,0.4206,0,11,34365
2016-11-03,26,26,0,16,11,16,15,114,0,0,53,0.6826,0,0.3174,0.8104,0,0.1896,0,11,34535
2016-11-04,26,26,0,16,11,16,15,67,0,0,101,0.3988,0,0.6012,0.6746,0,0.3254,0,11,34706
2016-11-05,26,26,0,10,8,17,15,53,0,0,107,0.3313,0,0.6688,0.5464,0,0.4536,0,11,34868
2016-11-06,26,26,0,12,9,17,15,10,0,0,72,0.122,0,0.878,0.3239,0,0.6761,0,11,34950
2016-11-07,26,26,0,14,9,17,15,54,0,0,106,0.3375,0,0.6625,0.5802,0,0.4198,0,11,35109
2016-11-08,26,26,0,15,11,17,15,204,0,0,28,0.8793,0,0.1207,0.9575,0,0.0425,0,11,35342
2016-11-09,26,26,0,14,9,17,15,111,0,0,153,0.4205,0,0.5795,0.6882,0,0.3118,0,11,35612
2016-11-10,26,26,0,13,9,17,14,65,0,0,116,0.3591,0,0.6409,0.624,0,0.376,0,11,35799
2016-11-11,26,26,0,7,3,16,13,4,0,0,20,0.1667,0,0.8333,0.3279,0,0.6721,0,11,35823
2016-11-12,26,26,0,2,2,16,13,0,0,0,3,0,0,1,0.5,0,0.5,0,11,35826
2016-11-13,26,26,0,6,3,16,13,3,0,0,3,0.5,0,0.5,0.6842,0,0.3158,0,11,35831
2016-11-14,26,26,0,15,11,17,14,180,0,0,91,0.6642,0,0.3358,0.8283,0,0.1717,0,11,36107
2016-11-15,26,26,0,14,11,16,13,228,0,0,105,0.6847,0,0.3153,0.8401,0,0.1599,0,11,36445
2016-11-16,26,26,0,15,9,16,14,47,0,0,34,0.5802,0,0.4198,0.7383,0,0.2617,0,11,36524
2016-11-17,26,26,0,15,13,15,14,73,0,0,128,0.3632,0,0.6368,0.6132,0,0.3868,0,11,36737
2016-11-18,26,26,0,15,11,15,14,55,0,0,161,0.2546,0,0.7454,0.459,0,0.541,0,11,36954
2016-11-19,26,26,0,11,7,15,14,51,0,0,40,0.5604,0,0.4396,0.6649,0,0.3351,0,11,37045
2016-11-20,26,26,0,11,7,15,14,79,0,0,29,0.7315,0,0.2685,0.8555,0,0.1445,0,11,37152
2016-11-21,27,27,0,18,14,19,16,242,0,0,137,0.6385,0,0.3615,0.8607,0,0.1393,0,12,37551
2016-11-22,27,27,0,16,12,19,16,163,0,0,75,0.6849,0,0.3151,0.8284,0,0.1716,0,12,37792
2016-11-23,27,27,0,16,15,19,16,320,0,0,82,0.796,0,0.204,0.919,0,0.081,0,12,38204
2016-11-24,27,27,0,18,15,19,15,225,0,0,80,0.7377,0,0.2623,0.878,0,0.122,0,12,38507
2016-11-25,27,27,0,16,11,20,15,34,0,0,63,0.3505,0,0.6495,0.6834,0,0.3166,0,12,38603
2016-11-26,27,27,0,12,4,19,15,23,0,0,3,0.8846,0,0.1154,0.9286,0,0.0714,0,12,38630
2016-11-27,27,27,0,11,8,19,15,49,0,0,52,0.4851,0,0.5149,0.7261,0,0.2739,0,12,38732
2016-11-28,27,27,0,15,10,19,15,62,0,0,92,0.4026,0,0.5974,0.6602,0,0.3398,0,12,38890
2016-11-29,19,19,0,16,13,20,15,151,0,0,92,0.6214,0,0.3786,0.8229,0,0.1771,0,12,39137
2016-11-30,20,20,0,17,13,21,17,300,0,0,120,0.7143,0,0.2857,0.8749,0,0.1251,0,12,39566
2016-12-01,20,20,0,18,11,19,15,105,0,0,38,0.7343,0,0.2657,0.904,0,0.096,0,12,39713
2016-12-02,20,20,0,18,11,18,15,310,0,0,130,0.7045,0,0.2955,0.891,0,0.109,0,13,40170
2016-12-03,21,21,0,13,9,19,16,82,0,0,83,0.497,0,0.503,0.6744,0,0.3256,0,13,40343
2016-12-04,21,21,0,10,9,19,16,71,0,0,59,0.5462,0,0.4538,0.7197,0,0.2803,0,13,40474
2016-12-05,21,21,0,19,13,19,17,262,0,0,138,0.655,0,0.345,0.868,0,0.132,0,13,40892
2016-12-06,22,22,0,20,15,20,18,109,0,0,121,0.4739,0,0.5261,0.788,0,0.212,0,13,41129
2016-12-07,22,22,0,17,14,20,16,249,0,0,219,0.5321,0,0.4679,0.771,0,0.229,0,13,41611
2016-12-08,24,24,0,21,17,22,18,346,0,0,112,0.7555,0,0.2445,0.9186,0,0.0814,0,13,42087
2016-12-09,24,24,0,20,16,22,19,273,0,0,142,0.6578,0,0.3422,0.8567,0,0.1433,0,14,42513
2016-12-10,24,24,0,13,6,22,19,4,0,0,47,0.0784,0,0.9216,0.3465,0,0.6535,0,14,42568
2016-12-11,24,24,0,12,7,22,19,9,0,0,92,0.0891,0,0.9109,0.2976,0,0.7024,0,14,42670
2016-12-12,24,24,0,19,14,22,19,208,0,0,212,0.4952,0,0.5048,0.7484,0,0.2516,0,14,43101
2016-12-13,24,24,0,20,15,21,18,120,0,0,155,0.4364,0,0.5636,0.7733,0,0.2267,0,14,43375
2016-12-14,24,24,0,20,15,21,19,76,0,0,55,0.5802,0,0.4198,0.7749,0,0.2251,0,15,43514
2016-12-15,24,24,0,19,14,20,18,157,0,0,225,0.411,0,0.589,0.669,0,0.331,0,15,43912
2016-12-16,24,24,0,19,15,20,17,296,0,0,149,0.6652,0,0.3348,0.8202,0,0.1798,0,15,44369
2016-12-17,24,24,0,12,5,20,17,6,0,0,63,0.087,0,0.913,0.2815,0,0.7185,0,15,44439
2016-12-18,24,24,0,10,8,20,17,49,0,0,64,0.4336,0,0.5664,0.6115,0,0.3885,0,15,44554
2016-12-19,24,24,0,18,12,20,17,148,0,0,150,0.4966,0,0.5034,0.7108,0,0.2892,0,15,44857
2016-12-20,24,24,0,19,14,20,17,243,0,0,116,0.6769,0,0.3231,0.885,0,0.115,0,15,45224
2016-12-21,24,24,0,19,14,20,17,307,0,0,318,0.4912,0,0.5088,0.7715,0,0.2285,0,15,45865
2016-12-22,24,24,0,20,12,20,17,125,0,0,144,0.4647,0,0.5353,0.7575,0,0.2425,0,15,46133
2016-12-23,24,24,0,17,10,20,18,98,0,0,85,0.5355,0,0.4645,0.6875,0,0.3125,0,15,46322
2016-12-24,24,24,0,12,6,20,18,12,0,0,112,0.0968,0,0.9032,0.2449,0,0.7551,0,15,46456
2016-12-25,24,24,0,9,4,20,18,14,0,0,30,0.3182,0,0.6818,0.5741,0,0.4259,0,15,46500
2016-12-26,24,24,0,11,3,20,18,15,0,0,11,0.5769,0,0.4231,0.8025,0,0.1975,0,15,46525
2016-12-27,24,24,0,14,8,20,18,14,0,0,60,0.1892,0,0.8108,0.4624,0,0.5376,0,15,46599
2016-12-28,24,24,0,17,9,20,16,20,0,0,31,0.3922,0,0.6078,0.7222,0,0.2778,0,15,46652
2016-12-29,24,24,0,14,10,20,16,128,0,0,38,0.7711,0,0.2289,0.8723,0,0.1277,0,15,46819
2016-12-30,24,24,0,15,10,18,14,30,0,0,113,0.2098,0,0.7902,0.4537,0,0.5463,0,16,46979
2016-12-31,24,24,0,10,5,18,14,20,0,0,17,0.5405,0,0.4595,0.6556,0,0.3444,0,16,47016
2017-01-01,24,24,0,12,4,18,15,11,0,0,4,0.7333,0,0.2667,0.8909,0,0.1091,0,16,47032
2017-01-02,24,24,0,19,15,19,18,183,0,0,132,0.581,0,0.419,0.8129,0,0.1871,0,16,47352
2017-01-03,24,24,0,17,11,20,18,187,0,0,179,0.5109,0,0.4891,0.6274,0,0.3726,0,16,47725
2017-01-04,24,24,0,19,12,20,17,153,0,0,168,0.4766,0,0.5234,0.7434,0,0.2566,0,15,48063
2017-01-05,24,24,0,18,12,20,17,197,0,0,155,0.5597,0,0.4403,0.7771,0,0.2229,0,15,48418
2017-01-06,24,24,0,11,5,20,15,18,0,0,10,0.6429,0,0.3571,0.8654,0,0.1346,0,15,48445
2017-01-07,24,24,0,12,8,20,16,12,0,0,4,0.75,0,0.25,0.8659,0,0.1341,0,15,48462
2017-01-08,24,24,0,12,7,20,16,27,0,0,83,0.2455,0,0.7545,0.4427,0,0.5573,0,16,48583
2017-01-09,25,25,0,19,15,21,16,94,0,0,209,0.3102,0,0.6898,0.6445,0,0.3555,0,16,48891
2017-01-10,25,25,0,21,14,22,17,78,0,0,142,0.3545,0,0.6455,0.6756,0,0.3244,0,16,49115
2017-01-11,25,25,0,19,14,22,18,123,0,0,235,0.3436,0,0.6564,0.615,0,0.385,0,17,49492
2017-01-12,25,25,0,21,16,22,17,58,0,0,66,0.4677,0,0.5323,0.7563,0,0.2437,0,17,49621
2017-01-13,25,25,0,21,11,22,17,44,0,0,73,0.3761,0,0.6239,0.7048,0,0.2952,0,17,49743
2017-01-14,25,25,0,12,6,22,17,12,0,0,29,0.2927,0,0.7073,0.6371,0,0.3629,0,17,49786
2017-01-15,25,25,0,13,4,22,17,4,0,0,31,0.1143,0,0.8857,0.4421,0,0.5579,0,17,49822
2017-01-16,25,25,0,19,12,22,16,83,0,0,80,0.5092,0,0.4908,0.7837,0,0.2163,0,17,49985
2017-01-17,23,23,0,20,12,22,18,217,0,0,103,0.6781,0,0.3219,0.879,0,0.121,0,17,50322
2017-01-18,24,24,0,19,10,23,18,93,0,0,90,0.5082,0,0.4918,0.7623,0,0.2377,0,17,50517
2017-01-19,24,24,0,21,15,23,17,152,0,0,122,0.5547,0,0.4453,0.7573,0,0.2427,0,17,50791
2017-01-20,24,24,0,20,15,22,17,111,0,0,91,0.5495,0,0.4505,0.833,0,0.167,0,17,50997
2017-01-21,24,24,0,12,10,22,17,113,0,0,123,0.4788,0,0.5212,0.6119,0,0.3881,0,17,51233
2017-01-22,24,24,0,16,8,23,18,19,0,0,87,0.1792,0,0.8208,0.3474,0,0.6526,0,17,51341
2017-01-23,24,24,0,22,14,23,18,293,0,0,147,0.6659,0,0.3341,0.8619,0,0.1381,0,17,51785
2017-01-24,24,24,0,22,16,23,19,163,0,0,263,0.3826,0,0.6174,0.6684,0,0.3316,0,17,52214
2017-01-25,24,24,0,21,14,22,19,142,0,0,105,0.5749,0,0.4251,0.8307,0,0.1693,0,17,52463
2017-01-26,24,24,0,21,15,22,19,209,0,0,268,0.4382,0,0.5618,0.7449,0,0.2551,0,17,52943
2017-01-27,24,24,0,21,13,22,19,119,0,0,156,0.4327,0,0.5673,0.7794,0,0.2206,0,17,53229
2017-01-28,24,24,0,12,7,22,19,12,0,0,76,0.1364,0,0.8636,0.3946,0,0.6054,0,17,53316
2017-01-29,24,24,0,13,6,23,19,10,0,0,74,0.119,0,0.881,0.3763,0,0.6237,0,17,53405
2017-01-30,24,24,0,19,13,23,19,87,0,0,138,0.3867,0,0.6133,0.7263,0,0.2737,0,17,53627
2017-01-31,24,24,0,18,10,22,17,225,0,0,127,0.6392,0,0.3608,0.8363,0,0.1637,0,18,53995
2017-02-01,24,24,0,19,13,22,17,232,0,0,58,0.8,0,0.2,0.9329,0,0.0671,0,18,54288
2017-02-02,24,24,0,19,15,22,16,267,0,0,93,0.7417,0,0.2583,0.8971,0,0.1029,0,18,54652
2017-02-03,24,24,0,20,12,22,15,248,0,0,230,0.5188,0,0.4812,0.7068,0,0.2932,0,18,55132
2017-02-04,24,24,0,14,7,22,15,17,0,0,14,0.5484,0,0.4516,0.7816,0,0.2184,0,18,55157
2017-02-05,24,24,0,12,9,20,15,42,0,0,15,0.7368,0,0.2632,0.8923,0,0.1077,0,18,55214
2017-02-06,25,25,0,19,16,21,17,189,0,0,156,0.5478,0,0.4522,0.818,0,0.182,0,18,55564
2017-02-07,25,25,0,20,11,21,17,55,0,0,238,0.1877,0,0.8123,0.4818,0,0.5182,0,18,55861
2017-02-08,25,25,0,19,11,22,17,104,0,0,210,0.3312,0,0.6688,0.6285,0,0.3715,0,18,56185
2017-02-09,25,25,0,21,12,23,16,252,0,0,169,0.5986,0,0.4014,0.8133,0,0.1867,0,18,56625
2017-02-10,26,26,0,22,16,24,17,337,20,0,194,0.6116,0.0363,0.3521,0.8416,0.0261,0.1323,0,18,57197
2017-02-11,26,26,0,14,12,24,18,119,0,0,116,0.5064,0,0.4936,0.6413,0,0.3587,0,18,57437
2017-02-12,26,26,0,13,9,24,18,10,0,0,117,0.0787,0,0.9213,0.1681,0,0.8319,0,18,57562
2017-02-13,26,26,0,22,14,24,18,186,0,0,147,0.5586,0,0.4414,0.8098,0,0.1902,0,18,57908
2017-02-14,26,26,0,23,14,24,19,129,0,0,179,0.4188,0,0.5812,0.7063,0,0.2937,0,18,58224
2017-02-15,26,26,0,23,15,25,21,128,0,0,179,0.4169,0,0.5831,0.7199,0,0.2801,0,18,58534
2017-02-16,26,26,0,20,15,24,21,122,0,0,799,0.1325,0,0.8675,0.3955,0,0.6045,0,18,59457
2017-02-17,26,26,0,21,15,24,21,90,0,0,986,0.0836,0,0.9164,0.2485,0,0.7515,0,19,60544
2017-02-18,26,26,0,12,8,24,20,24,0,0,821,0.0284,0,0.9716,0.0693,0,0.9307,0,19,61394
2017-02-19,26,26,0,14,9,24,20,128,0,0,194,0.3975,0,0.6025,0.5185,0,0.4815,0,19,61716
2017-02-20,26,26,0,22,15,24,21,320,0,0,376,0.4598,0,0.5402,0.7515,0.0008,0.2477,0,16,62434
2017-02-21,26,26,0,21,14,23,21,128,0,0,251,0.3377,0,0.6623,0.6162,0,0.3838,0,16,62818
2017-02-22,26,26,0,19,12,23,20,48,0,0,53,0.4752,0,0.5248,0.8058,0,0.1942,0,11,62961
2017-02-23,26,26,0,19,11,23,20,153,0,0,1084,0.1237,0,0.8763,0.294,0,0.706,0,11,64203
2017-02-24,26,26,0,19,11,23,19,78,0,0,170,0.3145,0,0.6855,0.6633,0,0.3367,0,11,64453
2017-02-25,26,26,0,12,8,23,19,56,0,0,42,0.5714,0,0.4286,0.7438,0,0.2562,0,11,64554
2017-02-26,26,26,0,12,8,23,18,29,0,0,449,0.0607,0,0.9393,0.1276,0,0.8724,0,11,65029
2017-02-27,26,26,0,22,13,23,16,144,0,0,321,0.3097,0,0.6903,0.6172,0,0.3828,0,11,65491
2017-02-28,26,26,0,21,14,23,17,127,0,0,242,0.3442,0,0.6558,0.6338,0,0.3662,0,11,65859
2017-03-01,26,26,0,19,14,23,17,204,0,0,794,0.2044,0,0.7956,0.4395,0,0.5605,0,11,66869
2017-03-02,27,27,0,22,18,24,21,275,0,0,238,0.5361,0,0.4639,0.7818,0,0.2182,0,11,67398
2017-03-03,27,27,0,23,17,24,21,156,0,0,334,0.3184,0,0.6816,0.5999,0,0.4001,0,11,67895
2017-03-04,27,27,0,15,8,24,21,35,0,0,109,0.2431,0,0.7569,0.513,0,0.487,0,11,68039
2017-03-05,27,27,0,13,10,24,21,124,0,0,528,0.1902,0,0.8098,0.307,0,0.693,0,11,68692
2017-03-06,27,27,0,22,15,24,21,58,0,0,320,0.1534,0,0.8466,0.412,0,0.588,0,11,69069
2017-03-07,27,27,0,22,14,24,21,112,0,0,236,0.3218,0,0.6782,0.6833,0,0.3167,0,11,69422
2017-03-08,27,27,0,23,16,24,22,171,0,0,394,0.3027,0,0.6973,0.6326,0,0.3674,0,11,69991
2017-03-09,27,27,0,23,18,24,22,206,0,0,382,0.3503,0,0.6497,0.6851,0,0.3149,0,11,70579
2017-03-10,27,27,0,22,16,24,21,108,0,0,522,0.1714,0,0.8286,0.4033,0,0.5967,0,11,71211
2017-03-11,28,28,0,15,10,25,21,41,0,0,293,0.1228,0,0.8772,0.3259,0.0014,0.6727,0,11,71559
2017-03-12,28,28,0,16,11,25,22,5,0,0,553,0.009,0,0.991,0.0601,0,0.9399,0,11,72118
2017-03-13,28,28,0,21,12,25,22,121,0,0,730,0.1422,0,0.8578,0.2682,0,0.7318,0,11,72971
2017-03-14,28,28,0,23,16,25,22,123,0,0,320,0.2777,0,0.7223,0.6091,0,0.3909,0,11,73417
2017-03-15,28,28,0,25,17,25,23,224,0,0,347,0.3923,0,0.6077,0.6885,0,0.3115,0,11,73999
2017-03-16,28,28,0,22,16,25,22,105,0,0,386,0.2138,0,0.7862,0.5027,0,0.4973,0,11,74486
2017-03-17,30,30,0,22,16,26,22,143,0,0,115,0.5543,0,0.4457,0.8631,0,0.1369,0,11,74758
2017-03-18,30,30,0,13,8,26,22,51,0,0,32,0.6145,0,0.3855,0.7909,0,0.2091,0,11,74843
2017-03-19,30,30,0,12,7,26,22,32,0,0,97,0.2481,0,0.7519,0.4148,0,0.5852,0,11,74973
2017-03-20,30,30,0,23,12,26,22,257,0,0,338,0.4319,0,0.5681,0.6975,0,0.3025,0,11,75577
2017-03-21,30,30,0,22,15,26,21,230,0,0,307,0.4283,0,0.5717,0.73,0,0.27,0,11,76115
2017-03-22,30,30,0,22,15,26,20,258,0,0,772,0.2505,0,0.7495,0.5289,0,0.4711,0,11,77148
2017-03-23,30,30,0,22,16,27,20,141,0,0,355,0.2843,0,0.7157,0.615,0,0.385,0,11,77644
2017-03-24,30,30,0,23,14,26,20,46,0,0,1369,0.0325,0,0.9675,0.1488,0,0.8512,0,11,79060
2017-03-25,30,30,0,15,9,26,20,9,0,0,123,0.0682,0,0.9318,0.2612,0,0.7388,0,11,79191
2017-03-26,30,30,0,14,8,26,20,11,0,0,401,0.0267,0,0.9733,0.0973,0,0.9027,0,11,79602
2017-03-27,30,30,0,21,16,27,21,70,0,0,249,0.2194,0,0.7806,0.595,0,0.405,0,11,79926
2017-03-28,30,30,0,20,16,26,21,154,0,0,217,0.4151,0,0.5849,0.7345,0,0.2655,0,11,80294
2017-03-29,30,30,0,22,15,25,21,158,0,0,131,0.5467,0,0.4533,0.8014,0,0.1986,0,11,80586
2017-03-30,30,30,0,23,15,25,20,205,0,0,167,0.5511,0,0.4489,0.8097,0,0.1903,0,11,80969
2017-03-31,30,30,0,17,14,24,20,211,0,0,218,0.4918,0,0.5082,0.7609,0,0.2391,0,11,81410
2017-04-01,30,30,0,15,6,24,20,43,0,0,18,0.7049,0,0.2951,0.8402,0,0.1598,0,11,81471
2017-04-02,30,30,0,14,8,24,20,19,0,0,58,0.2468,0,0.7532,0.5677,0,0.4323,0,11,81548
2017-04-03,30,30,0,24,15,26,18,136,0,0,127,0.5171,0,0.4829,0.7578,0,0.2422,0,11,81807
2017-04-04,30,30,0,22,17,26,20,146,0,0,316,0.316,0,0.684,0.6283,0,0.3717,0,11,82273
2017-04-05,30,30,0,22,18,27,21,219,0,0,483,0.312,0,0.688,0.6303,0,0.3697,0,11,82988
2017-04-06,30,30,0,21,16,25,21,300,0,0,285,0.5128,0,0.4872,0.807,0,0.193,0,11,83581
2017-04-07,30,30,0,21,11,25,21,47,0,0,203,0.188,0,0.812,0.5058,0,0.4942,0,11,83833
2017-04-08,30,30,0,14,10,25,21,20,0,0,19,0.5128,0,0.4872,0.7907,0,0.2093,0,11,83875
2017-04-09,30,30,0,14,9,25,21,11,0,0,6,0.6471,0,0.3529,0.8873,0,0.1127,0,11,83892
2017-04-10,30,30,0,21,12,23,21,53,0,0,309,0.1464,0,0.8536,0.388,0,0.612,0,11,84257
2017-04-11,30,30,0,23,19,23,21,68,0,0,345,0.1646,0,0.8354,0.4732,0,0.5268,0,11,84675
2017-04-12,30,30,0,25,14,25,20,75,0,0,235,0.2419,0,0.7581,0.6172,0,0.3828,0,11,84984
2017-04-13,30,30,0,20,14,25,20,10,0,0,147,0.0637,0,0.9363,0.3576,0,0.6424,0,11,85143
2017-04-14,31,31,0,20,15,26,21,139,0,0,724,0.1611,0,0.8389,0.411,0,0.589,0,11,86012
2017-04-15,31,31,0,16,6,26,21,3,0,0,30,0.0909,0,0.9091,0.4706,0,0.5294,0,11,86045
2017-04-16,31,31,0,10,3,26,21,5,0,0,2,0.7143,0,0.2857,0.9211,0,0.0789,0,11,86047
2017-04-17,31,31,0,13,7,26,20,1,0,0,770,0.0013,0,0.9987,0.0164,0,0.9836,0,11,86817
2017-04-18,31,31,0,21,14,26,20,37,0,0,276,0.1182,0,0.8818,0.3462,0,0.6538,0,11,87128
2017-04-19,31,31,0,23,16,25,21,88,0,0,766,0.103,0,0.897,0.3561,0,0.6439,0,11,87969
2017-04-20,31,31,0,21,17,25,23,137,0,0,837,0.1407,0,0.8593,0.3673,0,0.6327,0,11,88947
2017-04-21,31,31,0,22,17,25,21,40,0,0,223,0.1521,0,0.8479,0.5097,0,0.4903,0,11,89214
2017-04-22,31,31,0,16,10,25,21,38,0,0,50,0.4318,0,0.5682,0.689,0,0.311,0,11,89305
2017-04-23,31,31,0,16,6,25,21,14,0,0,12,0.5385,0,0.4615,0.8475,0,0.1525,0,11,89337
2017-04-24,31,31,0,21,10,26,21,40,0,0,242,0.1418,0,0.8582,0.4268,0,0.5732,0,11,89620
2017-04-25,31,31,0,22,14,26,20,38,0,0,107,0.2621,0,0.7379,0.6167,0,0.3833,0,11,89763
2017-04-26,31,31,0,23,12,26,19,139,0,0,143,0.4929,0,0.5071,0.7851,0,0.2149,0,11,90050
2017-04-27,31,31,0,25,14,27,21,81,0,0,202,0.2862,0,0.7138,0.6264,0,0.3736,0,11,90336
2017-04-28,31,31,0,26,17,28,21,50,0,0,66,0.431,0,0.569,0.7675,0,0.2325,0,11,90455
2017-04-29,31,31,0,13,7,28,21,24,0,0,202,0.1062,0,0.8938,0.1963,0,0.8037,0,11,90687
2017-04-30,31,31,0,14,7,28,21,14,0,0,288,0.0464,0,0.9536,0.151,0,0.849,0,11,91001
2017-05-01,31,31,0,14,3,28,21,1,0,0,2,0.3333,0,0.6667,0.75,0,0.25,0,11,91004
2017-05-02,31,31,0,15,6,28,20,12,0,0,40,0.2308,0,0.7692,0.5207,0,0.4793,0,11,91057
2017-05-03,31,31,0,11,6,28,20,14,0,0,2,0.875,0,0.125,0.9375,0,0.0625,0,11,91072
2017-05-04,31,31,0,20,11,27,19,13,0,0,99,0.1161,0,0.8839,0.3633,0,0.6367,0,11,91191
2017-05-05,32,32,0,23,16,24,20,47,0,0,122,0.2781,0,0.7219,0.5765,0,0.4235,0,11,91374
2017-05-06,32,32,0,13,3,24,20,3,0,0,2,0.6,0,0.4,0.902,0,0.098,0,11,91378
2017-05-07,33,33,0,14,8,25,19,83,0,0,6,0.9326,0,0.0674,0.941,0,0.059,0,11,91483
2017-05-08,35,35,0,25,18,28,23,188,0,0,87,0.6836,0,0.3164,0.8833,0,0.1167,0,11,91775
2017-05-09,35,35,0,27,20,30,26,92,0,0,127,0.4201,0,0.5799,0.7342,0,0.2658,0,11,91998
2017-05-10,35,35,0,23,10,30,26,49,0,0,203,0.1944,0,0.8056,0.4126,0,0.5874,0,11,92252
2017-05-11,35,35,0,23,17,30,26,129,0,0,68,0.6548,0,0.3452,0.8926,0,0.1074,0,11,92453
2017-05-12,35,35,0,24,12,29,23,126,0,0,46,0.7326,0,0.2674,0.875,0,0.125,0,11,92626
2017-05-13,35,35,0,13,8,29,23,3,0,0,6,0.3333,0,0.6667,0.7966,0,0.2034,0,11,92636
2017-05-14,35,35,0,12,8,28,23,44,0,0,0,1,0,0,0.9937,0,0.0063,0,11,92680
2017-05-15,35,35,0,21,11,27,22,25,0,0,5,0.8333,0,0.1667,0.9605,0,0.0395,0,11,92712
2017-05-16,35,35,0,22,12,27,17,46,0,0,39,0.5412,0,0.4588,0.8,0,0.2,0,11,92800
