Date,"Total membership","Full members",Guests,"Daily active members","Daily members posting messages","Weekly active members","Weekly members posting messages","Messages in public channels","Messages in private channels","Messages in shared channels","Messages in DMs","Percentage of messages, public channels","Percentage of messages, private channels","Percentage of messages, DMs","Percentage of views, public channels","Percentage of views, private channels","Percentage of views, DMs",Name,"Public channels, single-workspace","Messages posted"
2018-01-05,45,45,0,23,13,27,19,119,0,0,32,0.7881,0,0.2119,0.9156,0,0.0844,0,13,137911
2018-01-06,45,45,0,12,7,27,18,56,0,0,50,0.5283,0,0.4717,0.6962,0,0.3038,0,13,138017
2018-01-07,45,45,0,13,7,26,17,22,0,0,3,0.88,0,0.12,0.9528,0,0.0472,0,13,138045
2018-01-08,45,45,0,23,12,27,18,45,0,0,15,0.75,0,0.25,0.9335,0,0.0665,0,13,138104
2018-01-09,45,45,0,22,12,25,20,38,0,0,41,0.481,0,0.519,0.7994,0,0.2006,0,13,138190
2018-01-10,45,45,0,22,15,24,20,69,0,0,15,0.8214,0,0.1786,0.9415,0,0.0585,0,13,138277
2018-01-11,45,45,0,21,16,24,20,95,0,0,49,0.6597,0,0.3403,0.882,0,0.118,0,13,137760
2018-01-12,45,45,0,23,13,23,19,99,0,0,55,0.6429,0,0.3571,0.8468,0,0.1532,0,13,137917
2018-01-13,45,45,0,12,3,23,19,5,0,0,0,1,0,0,0.9714,0,0.0286,0,13,137923
2018-01-14,45,45,0,13,4,24,19,12,0,0,24,0.3333,0,0.6667,0.5714,0,0.4286,0,13,137963
2018-01-15,45,45,0,22,13,26,20,74,0,0,144,0.3394,0,0.6606,0.6121,0,0.3879,0,13,138182
2018-01-16,45,45,0,23,16,27,21,75,0,0,123,0.3788,0,0.6212,0.663,0,0.337,0,13,138383
2018-01-17,45,45,0,20,13,27,20,59,0,0,56,0.513,0,0.487,0.7541,0,0.2459,0,13,138499
2018-01-18,48,48,0,25,15,30,21,129,0,0,41,0.7588,0,0.2412,0.9206,0,0.0794,0,13,138679
2018-01-19,49,49,0,24,13,30,21,113,0,0,12,0.904,0,0.096,0.9682,0,0.0318,0,13,138805
2018-01-20,49,49,0,16,6,30,21,14,0,0,0,1,0,0,0.9753,0,0.0247,0,13,138819
2018-01-21,49,49,0,14,7,29,21,8,0,0,35,0.186,0,0.814,0.5547,0,0.4453,0,13,138867
2018-01-22,49,49,0,24,11,27,21,42,0,0,46,0.4773,0,0.5227,0.8122,0,0.1878,0,13,138955
2018-01-23,49,49,0,26,17,27,21,315,0,0,103,0.7536,0,0.2464,0.8957,0,0.1043,0,13,139373
2018-01-24,49,49,0,23,17,28,23,345,0,0,55,0.8625,0,0.1375,0.9441,0,0.0559,0,13,139778
2018-01-25,49,49,0,26,16,30,24,129,0,0,179,0.4188,0,0.5812,0.717,0,0.283,0,13,140093
2018-01-26,49,49,0,23,13,30,24,118,0,0,18,0.8676,0,0.1324,0.9328,0,0.0672,0,13,140233
2018-01-27,49,49,0,13,7,30,24,43,0,0,25,0.6324,0,0.3676,0.8101,0,0.1899,0,13,140302
2018-01-28,49,49,0,15,7,30,24,14,0,0,24,0.3684,0,0.6316,0.7132,0,0.2868,0,13,140341
2018-01-29,49,49,0,27,19,30,24,232,0,0,197,0.5408,0,0.4592,0.7991,0,0.2009,0,13,140772
2018-01-30,49,49,0,26,19,28,23,200,0,0,124,0.6173,0,0.3827,0.8372,0,0.1628,0,13,141111
2018-01-31,49,49,0,26,14,28,23,332,0,0,101,0.7667,0,0.2333,0.9051,0,0.0949,0,14,141550
2018-02-01,49,49,0,25,15,27,22,176,0,0,17,0.9119,0,0.0881,0.9689,0,0.0311,0,14,141747
2018-02-02,49,49,0,26,14,28,23,162,0,0,23,0.8757,0,0.1243,0.9476,0,0.0524,0,14,141939
2018-02-03,49,49,0,14,7,28,23,4,0,0,30,0.1176,0,0.8824,0.6504,0,0.3496,0,14,141976
2018-02-04,49,49,0,13,8,28,23,21,0,0,8,0.7241,0,0.2759,0.8882,0,0.1118,0,14,142014
2018-02-05,49,49,0,25,15,28,23,56,0,0,43,0.5657,0,0.4343,0.8211,0,0.1789,0,14,142113
2018-02-06,49,49,0,25,17,28,21,148,0,0,103,0.5896,0,0.4104,0.8252,0,0.1748,0,14,142371
2018-02-07,52,52,0,29,27,32,30,264,424,0,438,0.2345,0.3766,0.389,0.3781,0.398,0.224,0,14,143534
2018-02-08,52,52,0,32,28,33,31,355,292,0,526,0.3026,0.2489,0.4484,0.5114,0.239,0.2496,0,14,144730
2018-02-09,53,53,0,30,25,34,32,216,328,0,391,0.231,0.3508,0.4182,0.4177,0.3281,0.2542,0,14,145701
2018-02-10,53,53,0,17,6,34,32,7,0,0,8,0.4667,0,0.5333,0.7579,0.0211,0.2211,0,14,145718
2018-02-11,53,53,0,20,12,34,32,46,0,0,178,0.2054,0,0.7946,0.3925,0.0039,0.6036,0,14,145948
2018-02-12,53,53,0,30,20,33,31,164,110,0,210,0.3388,0.2273,0.4339,0.5814,0.1787,0.2399,0,14,146442
2018-02-13,54,54,0,32,25,35,32,261,82,0,374,0.364,0.1144,0.5216,0.5822,0.1118,0.306,0,14,147160
2018-02-14,54,54,0,32,27,37,31,117,58,0,682,0.1365,0.0677,0.7958,0.3531,0.092,0.5549,0,14,148013
2018-02-15,55,55,0,32,23,38,31,143,111,0,702,0.1496,0.1161,0.7343,0.3555,0.132,0.5125,0,14,148935
2018-02-16,55,55,0,31,26,38,30,139,10,0,401,0.2527,0.0182,0.7291,0.4832,0.0349,0.4819,0,14,149489
2018-02-17,55,55,0,20,13,39,30,47,0,0,142,0.2487,0,0.7513,0.4649,0.0024,0.5327,0,14,149685
2018-02-18,55,55,0,18,9,39,29,45,0,0,63,0.4167,0,0.5833,0.7098,0,0.2902,0,14,149806
2018-02-19,55,55,0,31,20,38,29,155,18,0,250,0.3664,0.0426,0.591,0.647,0.0394,0.3136,0,14,150237
2018-02-20,55,55,0,32,21,38,29,249,3,0,370,0.4003,0.0048,0.5949,0.6332,0.0059,0.361,0,14,150865
2018-02-21,55,55,0,34,25,37,31,175,20,0,802,0.1755,0.0201,0.8044,0.4022,0.0304,0.5674,0,14,151873
2018-02-22,55,55,0,32,24,37,33,131,15,0,423,0.2302,0.0264,0.7434,0.4731,0.0261,0.5007,0,14,152448
2018-02-23,56,56,0,30,24,37,32,304,45,0,171,0.5846,0.0865,0.3288,0.7242,0.0984,0.1774,0,14,152977
2018-02-24,56,56,0,20,8,38,32,21,0,0,11,0.6563,0,0.3438,0.8667,0.0182,0.1152,0,14,153015
2018-02-25,56,56,0,16,6,39,32,22,0,0,28,0.44,0,0.56,0.7677,0.0129,0.2194,0,14,153066
2018-02-26,57,57,0,31,25,40,34,130,48,0,433,0.2128,0.0786,0.7087,0.3938,0.141,0.4652,0,14,153696
2018-02-27,57,57,0,32,23,41,35,144,17,0,264,0.3388,0.04,0.6212,0.6364,0.0294,0.3343,0,14,154129
2018-02-28,57,57,0,36,20,41,35,61,6,0,634,0.087,0.0086,0.9044,0.3023,0.0109,0.6868,0,14,154835
2018-03-01,57,57,0,34,22,39,33,406,22,0,602,0.3942,0.0214,0.5845,0.5895,0.0294,0.3811,0,14,155883
2018-03-02,57,57,0,32,21,39,32,242,1,0,152,0.6127,0.0025,0.3848,0.819,0.0031,0.1779,0,14,156284
2018-03-03,57,57,0,19,8,38,32,48,0,0,17,0.7385,0,0.2615,0.9056,0,0.0944,0,14,156351
2018-03-04,57,57,0,18,6,38,32,19,0,0,43,0.3065,0,0.6935,0.6802,0,0.3198,0,14,156412
2018-03-05,57,57,0,32,23,41,33,109,43,0,383,0.2037,0.0804,0.7159,0.4807,0.0758,0.4435,0,14,156950
2018-03-06,57,57,0,32,18,42,31,53,0,0,670,0.0733,0,0.9267,0.2462,0.0012,0.7526,0,14,157672
2018-03-07,57,57,0,36,20,42,30,145,14,0,487,0.2245,0.0217,0.7539,0.4726,0.0209,0.5065,0,14,158322
2018-03-08,57,57,0,33,19,41,29,105,24,0,185,0.3344,0.0764,0.5892,0.6138,0.0698,0.3165,0,14,158642
2018-03-09,57,57,0,32,20,41,29,181,14,0,165,0.5028,0.0389,0.4583,0.728,0.0103,0.2617,0,14,159009
2018-03-10,57,57,0,20,7,41,30,40,4,0,50,0.4255,0.0426,0.5319,0.6473,0.031,0.3217,0,14,159109
2018-03-11,57,57,0,17,8,41,30,37,0,0,36,0.5068,0,0.4932,0.6743,0.0092,0.3165,0,14,159189
2018-03-12,57,57,0,37,24,41,30,145,34,0,454,0.2291,0.0537,0.7172,0.4883,0.0515,0.4602,0,14,159832
2018-03-13,57,57,0,35,21,42,31,78,28,0,658,0.1021,0.0366,0.8613,0.3255,0.0242,0.6504,0,14,160619
2018-03-14,57,57,0,35,24,44,33,142,134,0,390,0.2132,0.2012,0.5856,0.4332,0.1632,0.4037,0,14,161307
2018-03-15,57,57,0,35,25,42,34,100,10,0,312,0.237,0.0237,0.7393,0.5316,0.039,0.4294,0,14,161736
2018-03-16,57,57,0,34,20,42,34,167,0,0,198,0.4575,0,0.5425,0.7187,0,0.2813,0,14,162114
2018-03-17,57,57,0,17,10,42,34,20,0,0,126,0.137,0,0.863,0.3452,0,0.6548,0,14,162268
2018-03-18,57,57,0,18,6,42,34,13,0,0,15,0.4643,0,0.5357,0.8389,0,0.1611,0,14,162300
2018-03-19,57,57,0,34,26,43,37,233,46,0,321,0.3883,0.0767,0.535,0.6075,0.0653,0.3272,0,14,162903
2018-03-20,57,57,0,33,23,41,36,604,0,0,392,0.6064,0,0.3936,0.7401,0.004,0.2559,0,14,163906
2018-03-21,57,57,0,35,26,42,36,443,14,0,225,0.6496,0.0205,0.3299,0.8377,0.0172,0.1451,0,14,164471
2018-03-22,57,57,0,38,24,41,35,611,20,0,218,0.7197,0.0236,0.2568,0.8265,0.0241,0.1494,0,14,165329
2018-03-23,59,59,0,39,27,45,38,172,23,0,310,0.3406,0.0455,0.6139,0.6863,0.0465,0.2672,0,14,165849
2018-03-24,59,59,0,26,11,45,38,15,10,0,28,0.283,0.1887,0.5283,0.5194,0.2379,0.2427,0,14,165906
2018-03-25,59,59,0,22,14,45,38,110,9,0,185,0.3618,0.0296,0.6086,0.5201,0.0499,0.43,0,14,166215
2018-03-26,58,58,0,36,24,46,37,197,11,0,261,0.42,0.0235,0.5565,0.663,0.0347,0.3022,0,14,166688
2018-03-27,59,59,0,35,22,46,34,295,11,0,436,0.3976,0.0148,0.5876,0.6152,0.0168,0.368,0,14,167446
2018-03-28,59,59,0,34,23,44,35,385,11,0,419,0.4724,0.0135,0.5141,0.6282,0.0269,0.3448,0,14,168273
2018-03-29,62,62,0,39,32,46,38,469,18,0,396,0.5311,0.0204,0.4485,0.7575,0.0244,0.218,0,14,169175
2018-03-30,62,62,0,38,24,45,38,62,4,0,133,0.3116,0.0201,0.6683,0.6909,0.0252,0.2839,0,14,169393
2018-03-31,62,62,0,18,9,44,38,50,0,0,16,0.7576,0,0.2424,0.8708,0,0.1292,0,14,169461
2018-04-01,62,62,0,18,10,44,38,20,0,0,57,0.2597,0,0.7403,0.5972,0,0.4028,0,14,169546
2018-04-02,62,62,0,20,9,42,35,18,0,0,10,0.6429,0,0.3571,0.856,0,0.144,0,14,169573
2018-04-03,62,62,0,29,17,43,34,138,0,0,210,0.3966,0,0.6034,0.6485,0,0.3515,0,14,169922
2018-04-04,62,62,0,34,15,43,34,188,0,0,89,0.6787,0,0.3213,0.8404,0,0.1596,0,14,170206
2018-04-05,62,62,0,37,21,40,30,163,8,0,351,0.3123,0.0153,0.6724,0.5996,0.0155,0.3849,0,14,170742
2018-04-06,62,62,0,36,18,41,24,99,8,0,188,0.3356,0.0271,0.6373,0.6116,0.0393,0.3491,0,14,171044
2018-04-07,62,62,0,18,10,41,24,28,0,0,96,0.2258,0,0.7742,0.393,0.0117,0.5953,0,14,171169
2018-04-08,62,62,0,16,10,41,25,16,0,0,7,0.6957,0,0.3043,0.7,0,0.3,0,14,171192
2018-04-09,62,62,0,29,14,41,27,67,0,0,18,0.7882,0,0.2118,0.9253,0,0.0747,0,14,171282
2018-04-10,62,62,0,36,20,42,31,186,45,0,277,0.3661,0.0886,0.5453,0.5866,0.0761,0.3373,0,14,171794
2018-04-11,62,62,0,36,24,43,33,296,18,0,109,0.6998,0.0426,0.2577,0.8409,0.0301,0.129,0,14,172210
2018-04-12,62,62,0,34,20,42,31,250,0,0,83,0.7508,0,0.2492,0.8689,0.005,0.1261,0,14,172552
2018-04-13,62,62,0,27,16,40,31,119,0,0,37,0.7628,0,0.2372,0.8847,0,0.1153,0,14,172711
2018-04-14,62,62,0,20,9,40,31,143,0,0,29,0.8314,0,0.1686,0.9152,0,0.0848,0,14,172889
2018-04-15,62,62,0,22,12,41,31,130,0,0,54,0.7065,0,0.2935,0.8242,0,0.1758,0,14,173079
2018-04-16,62,62,0,33,16,40,33,179,3,0,80,0.6832,0.0115,0.3053,0.8407,0.0068,0.1525,0,14,173353
2018-04-17,62,62,0,37,21,40,32,119,9,0,334,0.2576,0.0195,0.7229,0.5334,0.0209,0.4457,0,14,173827
2018-04-18,62,62,0,33,20,40,31,188,4,0,127,0.5893,0.0125,0.3981,0.7783,0.0148,0.2069,0,14,174156
2018-04-19,62,62,0,34,18,41,33,119,1,0,106,0.5265,0.0044,0.469,0.7469,0.0153,0.2378,0,14,174389
2018-04-20,62,62,0,27,14,41,33,36,1,0,175,0.1698,0.0047,0.8255,0.5211,0.0081,0.4708,0,14,174610
2018-04-21,62,62,0,17,7,41,33,13,4,0,14,0.4194,0.129,0.4516,0.6458,0.1042,0.25,0,14,174643
2018-04-22,62,62,0,22,11,41,34,43,1,0,93,0.3139,0.0073,0.6788,0.6044,0.0165,0.3791,0,14,174784
2018-04-23,62,62,0,32,22,42,32,259,0,0,505,0.339,0,0.661,0.5626,0.0053,0.4321,0,14,175562
2018-04-24,62,62,0,32,21,40,32,119,0,0,160,0.4265,0,0.5735,0.7452,0.001,0.2539,0,14,175849
2018-04-25,63,63,0,33,22,41,32,329,0,0,124,0.7263,0,0.2737,0.8825,0.0006,0.1169,0,14,176317
2018-04-26,63,63,0,38,23,41,31,259,2,0,114,0.6907,0.0053,0.304,0.8634,0.0076,0.129,0,14,176711
2018-04-27,63,63,0,36,20,41,32,403,0,0,374,0.5187,0,0.4813,0.7354,0.0031,0.2614,0,15,177502
2018-04-28,63,63,0,29,11,43,33,45,1,0,81,0.3543,0.0079,0.6378,0.6515,0.0101,0.3384,0,15,177633
2018-04-29,63,63,0,21,11,42,32,34,0,0,20,0.6296,0,0.3704,0.8852,0.0164,0.0984,0,15,177692
2018-04-30,63,63,0,28,19,43,32,106,11,0,160,0.3827,0.0397,0.5776,0.6158,0.0259,0.3583,0,15,177972
2018-05-01,63,63,0,18,7,43,30,34,5,0,0,0.8718,0.1282,0,0.9244,0.0667,0.0089,0,15,178016
2018-05-02,63,63,0,23,12,43,29,80,0,0,26,0.7547,0,0.2453,0.8746,0.006,0.1194,0,15,178124
2018-05-03,63,63,0,21,9,43,27,35,0,0,29,0.5469,0,0.4531,0.8194,0.0033,0.1773,0,15,178193
2018-05-04,63,63,0,27,17,40,26,152,37,0,140,0.462,0.1125,0.4255,0.796,0.0754,0.1286,0,15,178537
2018-05-05,63,63,0,16,7,34,25,123,0,0,51,0.7069,0,0.2931,0.8173,0,0.1827,0,15,178718
2018-05-06,63,63,0,19,9,35,25,64,2,0,44,0.5818,0.0182,0.4,0.7744,0.0167,0.2089,0,15,178838
2018-05-07,63,63,0,38,19,42,27,144,19,0,234,0.3627,0.0479,0.5894,0.6917,0.0438,0.2645,0,15,179251
2018-05-08,63,63,0,36,21,43,29,294,10,0,180,0.6074,0.0207,0.3719,0.8017,0.0193,0.1791,0,15,179762
2018-05-09,63,63,0,32,19,44,29,390,0,0,124,0.7588,0,0.2412,0.8835,0.0006,0.1159,0,15,180288
2018-05-10,63,63,0,35,20,45,32,189,5,0,346,0.35,0.0093,0.6407,0.6517,0.0111,0.3372,0,15,180846
2018-05-11,63,63,0,36,23,44,30,320,42,0,641,0.319,0.0419,0.6391,0.598,0.0296,0.3725,0,15,181869
2018-05-12,63,63,0,21,14,44,30,27,2,0,127,0.1731,0.0128,0.8141,0.4167,0.0306,0.5528,0,15,182034
2018-05-13,63,63,0,21,11,44,31,59,0,0,154,0.277,0,0.723,0.5429,0.0019,0.4552,0,15,182254
2018-05-14,63,63,0,34,19,42,31,416,0,0,109,0.7924,0,0.2076,0.903,0.001,0.096,0,15,182801
2018-05-15,63,63,0,32,15,41,29,92,0,0,14,0.8679,0,0.1321,0.9536,0,0.0464,0,15,182906
2018-05-16,63,63,0,36,26,40,31,185,8,0,53,0.752,0.0325,0.2154,0.9132,0.0111,0.0757,0,15,183161
2018-05-17,63,63,0,39,22,40,31,163,10,0,221,0.4137,0.0254,0.5609,0.7038,0.0316,0.2646,0,15,183573
2018-05-18,63,63,0,33,13,40,30,156,0,0,72,0.6842,0,0.3158,0.8898,0.0041,0.1061,0,15,183810
2018-05-19,63,63,0,19,5,40,30,8,0,0,11,0.4211,0,0.5789,0.8654,0,0.1346,0,15,183830
2018-05-20,63,63,0,14,4,40,30,23,0,0,43,0.3485,0,0.6515,0.5866,0.0056,0.4078,0,15,183899
2018-05-21,63,63,0,37,17,41,31,144,6,0,20,0.8471,0.0353,0.1176,0.9424,0.0144,0.0432,0,15,184077
2018-05-22,63,63,0,33,20,41,34,172,0,0,163,0.5134,0,0.4866,0.7557,0.0018,0.2425,0,15,184430
2018-05-23,63,63,0,33,22,41,32,156,0,0,114,0.5778,0,0.4222,0.8239,0.0019,0.1742,0,15,184709
2018-05-24,63,63,0,39,24,43,33,249,4,0,52,0.8164,0.0131,0.1705,0.9382,0.0082,0.0535,0,15,185032
2018-05-25,64,64,0,36,20,44,34,300,18,0,49,0.8174,0.049,0.1335,0.9261,0.024,0.0499,0,15,185419
2018-05-26,64,64,0,24,10,46,35,12,0,0,54,0.1818,0,0.8182,0.5663,0.0102,0.4235,0,15,185490
2018-05-27,64,64,0,29,11,46,35,22,4,0,34,0.3667,0.0667,0.5667,0.6991,0.0531,0.2478,0,15,185556
2018-05-28,65,65,0,38,23,46,37,246,30,0,491,0.3207,0.0391,0.6402,0.5677,0.0332,0.3992,0,15,186354
2018-05-29,65,65,0,40,24,47,37,253,0,0,61,0.8057,0,0.1943,0.9358,0.0064,0.0578,0,16,186683
2018-05-30,66,66,0,38,18,48,36,194,0,0,173,0.5286,0,0.4714,0.7807,0.0016,0.2177,0,16,187057
2018-05-31,66,66,0,23,15,47,35,156,0,0,89,0.6367,0,0.3633,0.8071,0,0.1929,0,16,187322
2018-06-01,67,67,0,33,19,49,35,140,4,0,87,0.6061,0.0173,0.3766,0.8267,0.0222,0.1511,0,16,187558
2018-06-02,67,67,0,22,11,48,34,57,9,0,21,0.6552,0.1034,0.2414,0.8179,0.0629,0.1192,0,16,187648
2018-06-03,67,67,0,22,9,47,34,74,0,0,22,0.7708,0,0.2292,0.9071,0.0073,0.0856,0,16,187755
2018-06-04,67,67,0,34,18,48,32,93,0,0,74,0.5569,0,0.4431,0.8467,0.0061,0.1472,0,16,187936
2018-06-05,67,67,0,37,17,47,30,127,0,0,62,0.672,0,0.328,0.8575,0,0.1425,0,16,188135
2018-06-06,67,67,0,36,20,46,32,186,0,0,341,0.3529,0,0.6471,0.5914,0,0.4086,0,16,188671
2018-06-07,69,69,0,35,23,47,36,173,50,0,163,0.4482,0.1295,0.4223,0.766,0.075,0.159,0,16,189071
2018-06-08,69,69,0,37,24,48,35,107,8,0,147,0.4084,0.0305,0.5611,0.6979,0.0185,0.2836,0,16,189343
2018-06-09,69,69,0,26,13,48,35,44,0,0,34,0.5641,0,0.4359,0.7652,0.013,0.2217,0,17,189429
2018-06-10,69,69,0,24,12,47,36,61,0,0,70,0.4656,0,0.5344,0.8492,0.0033,0.1475,0,17,189564
2018-06-11,70,70,0,34,18,48,36,291,0,0,121,0.7063,0,0.2937,0.9123,0,0.0877,0,17,189997
2018-06-12,70,70,0,39,22,50,35,369,0,0,71,0.8386,0,0.1614,0.9494,0.0006,0.05,0,17,190450
2018-06-13,70,70,0,43,25,53,38,189,16,0,65,0.7,0.0593,0.2407,0.8857,0.0211,0.0932,0,18,190735
2018-06-14,71,71,0,37,25,55,38,294,3,0,135,0.6806,0.0069,0.3125,0.8972,0.0038,0.099,0,19,191183
2018-06-15,71,71,0,37,21,54,38,230,11,0,239,0.4792,0.0229,0.4979,0.7713,0.0082,0.2205,0,21,191680
2018-06-16,71,71,0,23,10,53,38,61,0,0,107,0.3631,0,0.6369,0.7021,0,0.2979,0,21,191871
2018-06-17,71,71,0,23,11,53,38,26,0,0,31,0.4561,0,0.5439,0.7912,0.008,0.2008,0,22,191935
2018-06-18,71,71,0,37,21,53,41,103,0,0,324,0.2412,0,0.7588,0.7033,0.003,0.2938,0,22,192371
2018-06-19,71,71,0,43,26,52,42,230,10,0,151,0.5882,0.0256,0.3862,0.8698,0.01,0.1202,0,22,74491
2018-06-20,71,71,0,39,20,52,41,171,0,0,67,0.7185,0,0.2815,0.9123,0.0046,0.083,0,22,193045
2018-06-21,71,71,0,33,19,52,37,271,0,0,96,0.7384,0,0.2616,0.919,0,0.081,0,22,193420
2018-06-22,71,71,0,30,19,52,36,239,3,0,99,0.7009,0.0088,0.2903,0.8791,0.0019,0.1189,0,22,193766
2018-06-23,71,71,0,25,11,52,37,38,0,0,21,0.6441,0,0.3559,0.8361,0,0.1639,0,22,193829
2018-06-24,71,71,0,23,7,51,38,103,0,0,56,0.6478,0,0.3522,0.8478,0,0.1522,0,22,194003
2018-06-25,71,71,0,37,16,49,35,89,0,0,93,0.489,0,0.511,0.8251,0.0053,0.1696,0,22,194190
2018-06-26,71,71,0,35,22,49,34,373,2,0,74,0.8307,0.0045,0.1648,0.9186,0.0038,0.0777,0,22,194647
2018-06-27,71,71,0,35,17,48,31,142,8,0,52,0.703,0.0396,0.2574,0.9,0.0216,0.0784,0,22,194860
2018-06-28,71,71,0,34,21,48,32,263,2,0,283,0.4799,0.0036,0.5164,0.7823,0.0044,0.2133,0,22,195422
2018-06-29,71,71,0,35,17,50,32,86,0,0,149,0.366,0,0.634,0.7617,0.0016,0.2367,0,22,195663
2018-06-30,71,71,0,19,6,49,32,18,0,0,25,0.4186,0,0.5814,0.8909,0,0.1091,0,22,195708
2018-07-01,71,71,0,20,7,50,32,11,3,0,26,0.275,0.075,0.65,0.7759,0.069,0.1552,0,22,195751
2018-07-02,71,71,0,38,18,49,35,47,5,0,107,0.2956,0.0314,0.673,0.7164,0.0252,0.2584,0,22,195916
2018-07-03,71,71,0,33,17,48,33,107,0,0,46,0.6993,0,0.3007,0.8967,0.0052,0.0981,0,22,196083
2018-07-04,71,71,0,40,20,48,36,108,0,0,169,0.3899,0,0.6101,0.7902,0,0.2098,0,22,196367
2018-07-05,72,72,0,37,18,50,34,164,8,0,167,0.4838,0.0236,0.4926,0.8405,0.0139,0.1457,0,22,196719
2018-07-06,72,72,0,32,18,50,34,99,0,0,131,0.4304,0,0.5696,0.8551,0,0.1449,0,22,196956
2018-07-07,72,72,0,20,11,50,34,88,0,0,40,0.6875,0,0.3125,0.8789,0.0053,0.1158,0,22,197089
2018-07-08,72,72,0,18,12,50,34,92,0,0,60,0.6053,0,0.3947,0.8898,0,0.1102,0,23,197260
2018-07-09,74,74,0,38,20,49,35,131,3,0,391,0.2495,0.0057,0.7448,0.6703,0.0109,0.3188,0,23,197803
2018-07-10,74,74,0,38,22,50,37,176,4,0,218,0.4422,0.0101,0.5477,0.7491,0.0183,0.2325,0,23,198207
2018-07-11,74,74,0,41,24,49,36,118,1,0,240,0.3287,0.0028,0.6685,0.7539,0.0095,0.2366,0,24,198577
2018-07-12,74,74,0,41,17,50,35,228,0,0,68,0.7703,0,0.2297,0.9149,0.0011,0.0839,0,24,198874
2018-07-13,74,74,0,37,21,50,36,370,0,0,261,0.5864,0,0.4136,0.8394,0.0006,0.16,0,24,199511
2018-07-14,74,74,0,23,11,50,36,89,0,0,46,0.6593,0,0.3407,0.8961,0,0.1039,0,25,199666
2018-07-15,74,74,0,19,12,50,36,42,20,0,13,0.56,0.2667,0.1733,0.8947,0.0486,0.0567,0,25,199746
2018-07-16,74,74,0,43,25,53,43,90,10,0,113,0.4225,0.0469,0.5305,0.8366,0.0098,0.1536,0,25,199963
2018-07-17,74,74,0,38,20,52,41,51,14,0,75,0.3643,0.1,0.5357,0.7537,0.0049,0.2415,0,25,200105
2018-07-18,74,74,0,36,27,54,39,239,0,0,328,0.4215,0,0.5785,0.6685,0.0019,0.3296,0,25,200691
2018-07-19,74,74,0,30,17,54,40,78,0,0,242,0.2438,0,0.7563,0.6509,0,0.3491,0,25,201022
2018-07-20,74,74,0,33,18,54,38,80,0,0,62,0.5634,0,0.4366,0.8748,0,0.1252,0,26,201171
2018-07-21,74,74,0,19,10,54,38,25,1,0,22,0.5208,0.0208,0.4583,0.8122,0.0276,0.1602,0,26,201225
2018-07-22,74,74,0,18,11,54,38,72,6,0,21,0.7273,0.0606,0.2121,0.9377,0.0117,0.0506,0,27,201337
2018-07-23,73,73,0,34,22,49,35,292,2,0,176,0.6213,0.0043,0.3745,0.8212,0.0022,0.1765,0,27,201822
2018-07-24,73,73,0,31,16,46,32,121,30,0,150,0.402,0.0997,0.4983,0.793,0.0294,0.1777,0,27,202125
2018-07-25,72,72,0,40,23,46,31,239,20,0,206,0.514,0.043,0.443,0.8203,0.0358,0.1439,0,27,202600
2018-07-26,72,72,0,35,21,46,32,127,20,0,376,0.2428,0.0382,0.7189,0.6329,0.0349,0.3322,0,27,203130
2018-07-27,72,72,0,40,23,44,34,412,15,0,205,0.6519,0.0237,0.3244,0.8734,0.0188,0.1078,0,27,203780
2018-07-28,72,72,0,19,9,44,34,58,0,0,43,0.5743,0,0.4257,0.7232,0.0056,0.2712,0,27,203883
2018-07-29,72,72,0,21,12,44,34,119,11,0,34,0.7256,0.0671,0.2073,0.8704,0.0278,0.1019,0,28,204057
2018-07-30,72,72,0,31,21,44,35,131,2,0,90,0.5874,0.009,0.4036,0.8103,0.0137,0.176,0,28,204288
2018-07-31,72,72,0,32,16,45,35,99,0,0,186,0.3474,0,0.6526,0.66,0,0.34,0,28,204573
2018-08-01,73,73,0,31,18,45,31,215,31,0,50,0.7264,0.1047,0.1689,0.8804,0.0521,0.0675,0,28,204878
2018-08-02,72,72,0,32,21,47,33,287,3,0,194,0.593,0.0062,0.4008,0.8262,0.0077,0.1661,0,28,205375
2018-08-03,72,72,0,31,18,44,33,78,0,0,72,0.52,0,0.48,0.8237,0.0086,0.1677,0,28,205534
2018-08-04,72,72,0,17,12,44,33,54,0,0,13,0.806,0,0.194,0.9172,0,0.0828,0,28,205605
2018-08-05,72,72,0,19,9,44,33,23,0,0,26,0.4694,0,0.5306,0.8625,0.0063,0.1313,0,28,205656
2018-08-06,72,72,0,31,17,44,33,178,0,0,123,0.5914,0,0.4086,0.88,0.0012,0.1187,0,28,205962
2018-08-07,74,74,0,35,18,47,33,192,0,0,137,0.5836,0,0.4164,0.8265,0.0014,0.1721,0,29,206302
2018-08-08,74,74,0,36,22,47,35,128,14,0,177,0.4013,0.0439,0.5549,0.8067,0.0112,0.182,0,29,206633
2018-08-09,74,74,0,38,20,47,35,137,13,0,25,0.7829,0.0743,0.1429,0.9165,0.0426,0.0409,0,29,206815
2018-08-10,74,74,0,31,13,45,34,78,0,0,42,0.65,0,0.35,0.8799,0.0083,0.1118,0,29,206941
2018-08-11,74,74,0,18,10,45,34,15,0,0,39,0.2778,0,0.7222,0.7053,0.0048,0.2899,0,29,207000
2018-08-12,74,74,0,16,5,44,34,12,0,0,29,0.2927,0,0.7073,0.7396,0.0118,0.2485,0,29,207049
